Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,,
a907d114,BYD Atto ,,60,62,64,22,0.28,1.92,Moderate,0.0279,96.12,Healthy,,
af0f1,Tesla Model ,NMC,75,41,96,16.7,0.74,1.67,Moderate,0.06,96.01,Healthy,,
91d9fe6,Ford Mustang Mach-E,NMC,88,70,986,,0.64,1.15,Aggressive,,87.77,Healthy,,
6af99,Tesla Model ,NMC,75,8,490,2.2,0.72,0.6,Conservative,,95.09,Healthy,,
05b1d1b,Wuling Air EV,LFP,26,42,566,2.5,0.19,,,0.0277,96,Healthy,,
646e7abc,Tesla Model ,,75,1,12,21.2,0.27,1.15,,0.0195,99.89,Healthy,,
e9dffb2,BYD Atto ,LFP,60,87,914,22.9,0.55,0.72,Conservative,,95.55,Healthy,,
d15f5c04,,NMC,72.6,91,427,0.2,0.62,2.9,Moderate,0.05,95.2,Healthy,,
9b422116,Tesla Model ,,75,64,892,2.2,0.5,,Conservative,0.0442,91.41,Healthy,,
7bd4bc8e,Tesla Model ,NMC,75,87,1060,22.6,0.6,1.8,Aggressive,0.0548,88.5,Healthy,,
90280fd7,BYD Atto ,LFP,60,64,716,17.6,0.5,0.99,Moderate,0.0265,96.52,Healthy,,
e42e910,BYD Atto ,LFP,60,66,95,2.7,0.18,,Conservative,0.016,94.4,Healthy,,
5c6cef25,,LFP,26,19,200,21,0.85,1.29,Conservative,0.021,99.4,Healthy,,
c91e762e,Wuling Air EV,LFP,26,28,298,15.9,0.67,,Conservative,0.027,98.24,Healthy,,
6.85E+10,Tesla Model ,NMC,75,86,979,28.4,0.2,,Moderate,0.0447,90.92,Healthy,,
98007bae,,NMC,88,6,441,2,0.7,0.97,Conservative,0.025,95.75,Healthy,,
524c2a49,,,88,76,54,22.6,0.79,2.14,Aggressive,,95.41,Healthy,,
01-Feb-92,Tesla Model ,NMC,75,2,19,17.8,0.8,1.02,Conservative,0.0202,,Healthy,,
6.60E+04,,LFP,60,75,990,25.6,0.59,0.98,Moderate,,94.2,Healthy,,
8b2c0c66,Ford Mustang Mach-E,,88,25,298,,0.77,1.9,Moderate,,96.1,Healthy,,
25e6844,Ford Mustang Mach-E,NMC,88,2,12,25.1,0.8,1.74,Aggressive,0.0185,,Healthy,,
b9682921,Ford Mustang Mach-E,NMC,88,54,5,25.9,0.58,1.25,,0.0294,97.07,Healthy,,
295f2704,Ford Mustang Mach-E,NMC,88,88,1252,29.2,0.99,1.5,Moderate,0.0654,84.89,Healthy,,
c1f4fe1,Ford Mustang Mach-E,,88,45,618,2.2,0.27,,Conservative,0.061,94.59,Healthy,,
eea2e5a,BYD Atto ,LFP,60,60,69,0.7,0.8,1.64,Conservative,0.0276,95.2,Healthy,,
777f10ec,Ford Mustang Mach-E,NMC,88,80,488,15.1,0.04,1.86,Moderate,,94.94,Healthy,,
256eb06,Wuling Air EV,LFP,26,18,101,16.1,0.66,,Aggressive,0.0192,99.6,Healthy,,
64c9285,,LFP,26,2,20,4.4,0.76,0.9,Moderate,0.0257,97.96,Healthy,,
8062f27a,Wuling Air EV,LFP,26,19,252,,0.58,,Moderate,0.029,98.4,Healthy,,
4fe9ad76,,NMC,88,2,146,,0.58,,Moderate,,98,Healthy,,
2757c1e,,NMC,88,4,194,24.6,0.05,0.69,Aggressive,0.0271,97.74,Healthy,,
8df4877a,Tesla Model ,NMC,75,76,771,24.5,0.87,,Conservative,0.0419,92.77,Healthy,,
80eca2c,Tesla Model ,,75,76,829,27.8,0.44,0.85,Moderate,0.045,92.28,Healthy,,
e57206cd,BYD Atto ,LFP,60,77,651,18.2,0.66,1.46,Moderate,0.0295,95.8,Healthy,,
97bf9507,Ford Mustang Mach-E,,88,4,55,24.6,0.96,,Moderate,,98.89,Healthy,,
b1762c59,Tesla Model ,NMC,75,64,779,2.4,0.95,1.12,Moderate,0.0494,89.96,Healthy,,
dd7f78,Hyundai Ioniq 5,NMC,72.6,78,48,0,0.97,2.45,Conservative,,95.26,Healthy,,
b199f61d,BYD Atto ,,60,49,559,,0.21,,Aggressive,0.029,95.61,Healthy,,
58f2b8f0,BYD Atto ,LFP,60,66,801,,0.72,1.8,Conservative,0.011,94.7,Healthy,,
c099c69c,Hyundai Ioniq 5,NMC,72.6,0,229,4.9,0.77,0.65,Moderate,0.028,96.02,Healthy,,
ac28f225,BYD Atto ,LFP,60,72,547,29.1,0.81,,Moderate,0.0286,96.04,Healthy,,
9a152e99,Ford Mustang Mach-E,NMC,88,1,188,15.6,0.96,0.62,Aggressive,0.0295,97.21,Healthy,,
a047744c,Hyundai Ioniq 5,NMC,72.6,7,61,-0.7,0,0.6,Aggressive,0.0216,99.26,Healthy,,
6fff5676,,,60,8,90,21,0.26,0.6,Moderate,0.0214,98.85,Healthy,,
d4267b25,,NMC,75,14,207,8.6,0.5,1,Conservative,0.0265,97.5,Healthy,,
89c97264,Tesla Model ,NMC,75,5,270,16.4,0.48,1.12,Moderate,,97.24,Healthy,,
997b1801,Tesla Model ,NMC,75,6,7,5.1,0.18,0.84,Aggressive,0.075,94.48,Healthy,,
487bb4c0,Wuling Air EV,LFP,26,50,688,,0.76,1.08,Aggressive,0.042,9,Healthy,,
eff1c7a5,BYD Atto ,LFP,60,45,557,18.6,0.17,0.66,Conservative,0.0257,97.01,Healthy,,
c2887cf8,,LFP,60,4,70,12.9,0.66,0.54,Moderate,0.025,97.66,Healthy,,
21281f46,Ford Mustang Mach-E,NMC,88,52,625,,0.1,,Conservative,0.08,95.6,Healthy,,
c445c69,,NMC,75,29,246,16,0.51,1.84,Moderate,0.0269,97.4,Healthy,,
a57aad1,Ford Mustang Mach-E,NMC,88,19,155,,0.8,2.01,Conservative,0.026,98.6,Healthy,,
57668,Ford Mustang Mach-E,NMC,88,1,427,16.7,0.44,,Moderate,0.025,95.95,Healthy,,
979586a,,NMC,72.6,8,499,,0.48,,Aggressive,0.06,94.67,Healthy,,
57924494,BYD Atto ,LFP,60,59,78,11.7,0.2,0.98,Moderate,0.005,95.15,Healthy,,
c8a1907c,Ford Mustang Mach-E,NMC,88,56,704,26.6,0.52,1.06,Moderate,0.0415,92.7,Healthy,,
c44694a,Hyundai Ioniq 5,NMC,72.6,67,48,0.2,0.77,0.74,,0.0465,91.7,Healthy,,
fdef079d,BYD Atto ,LFP,60,4,27,24.6,0,,Conservative,,98.6,Healthy,,
7ddc4415,,NMC,72.6,91,1170,16.6,0.19,,Moderate,0.0505,89.61,Healthy,,
15d4c82,Wuling Air EV,LFP,26,1,9,27.5,0.5,1.2,Conservative,0.0202,,Healthy,,
f84e45ab,BYD Atto ,LFP,60,78,87,20.9,0.8,1.92,Conservative,0.026,97.54,Healthy,,
7c0192cc,,NMC,88,68,815,,0.5,2.44,Moderate,0.0441,91.95,Healthy,,
b90b4ec5,Wuling Air EV,LFP,26,20,21,2,0.68,2.2,Moderate,0.021,98.49,Healthy,,
1c942860,BYD Atto ,,60,80,52,2,0.8,,Conservative,0.0242,97.2,Healthy,,
d261e2fb,,NMC,72.6,7,215,,0.85,1.15,Moderate,0.0281,97.59,Healthy,,
afbaacc,Wuling Air EV,LFP,26,11,114,18.9,0.25,1.44,Aggressive,0.0202,99.8,Healthy,,
d7c9c171,,NMC,88,75,711,27.9,0.76,,Moderate,0.0428,92.7,Healthy,,
18665954,Hyundai Ioniq 5,,72.6,65,949,6.8,0.59,0.97,Moderate,,87.49,Healthy,,
dd02ad27,,LFP,60,2,2,20.7,0.09,2.22,Conservative,0.0242,98.51,Healthy,,
0798a1e,Wuling Air EV,LFP,26,60,87,18.4,0.64,1.44,Moderate,0.018,9.2,Healthy,,
6244120,,NMC,72.6,48,629,0.6,0.01,0.81,Moderate,0.08,95.1,Healthy,,
0056ed,Tesla Model ,NMC,75,6,848,1.5,0.29,1.64,Conservative,0.041,9.2,Healthy,,
a6c7ec00,Hyundai Ioniq 5,NMC,72.6,87,65,,0.28,0.79,Moderate,0.091,9.51,Healthy,,
520b74f2,BYD Atto ,,60,54,74,25.6,0.61,,Moderate,0.0244,97.7,Healthy,,
afce5578,,,60,7,411,4.4,0.97,,Moderate,0.0276,96.45,Healthy,,
db9227b0,Ford Mustang Mach-E,NMC,88,5,145,10,0.9,1.69,Moderate,0.0228,99.29,Healthy,,
19102858,Tesla Model ,NMC,75,9,241,24.4,0.71,1.67,Moderate,0.0274,97,Healthy,,
252fd0,Tesla Model ,NMC,75,7,48,0.7,0.72,1.19,Conservative,0.05,94.89,Healthy,,
bad1de76,Wuling Air EV,,26,74,506,21.6,0.69,1.69,Moderate,0.0268,96.8,Healthy,,
a19dd5c,Wuling Air EV,LFP,26,21,1,27.6,0,2.1,Moderate,0.0226,98.79,Healthy,,
847676a7,Tesla Model ,NMC,75,6,65,0,0.22,1.91,Moderate,,99.1,Healthy,,
8df7f06c,Tesla Model ,NMC,75,87,462,24,0.75,2.6,Conservative,0,95.4,Healthy,,
c169dde9,Tesla Model ,,75,49,680,8.9,0.74,2.01,Aggressive,0.0481,90.99,Healthy,,
acaf1b9,BYD Atto ,LFP,60,6,1,26.8,0.56,2.1,Moderate,0.0249,97.77,Healthy,,
25825a8d,Tesla Model ,NMC,75,71,8,6,0.48,0.52,Conservative,0,96.9,Healthy,,
29a2e0,BYD Atto ,LFP,60,91,602,2.6,0.04,1.2,Aggressive,0.0281,95.52,Healthy,,
5105ec6,Wuling Air EV,LFP,26,85,1114,2.7,0.81,1,Aggressive,0.0421,90.01,Healthy,,
5148ad66,Ford Mustang Mach-E,,88,6,512,,0.59,2.2,Moderate,0.058,95.48,Healthy,,
1b2294f5,Wuling Air EV,LFP,26,24,155,28.7,0.96,2.2,Moderate,0.025,98.05,Healthy,,
fca125d8,,,60,11,55,16.5,0.84,1.26,Moderate,0.024,98.75,Healthy,,
b8c6c290,Wuling Air EV,LFP,26,81,842,2.8,0.67,1.4,Conservative,0.011,94.92,Healthy,,
1061f11a,Ford Mustang Mach-E,,88,0,122,29,0.72,1.11,Conservative,0.0259,98.44,Healthy,,
00496a,BYD Atto ,,60,,17,28.9,0.88,,Conservative,0.0188,,Healthy,,
fcf8eba,Tesla Model ,NMC,75,75,56,2.1,0.8,1.88,Conservative,0.06,94.61,Healthy,,
1bb0c6f,Hyundai Ioniq 5,,72.6,67,21,18.5,0.54,1.56,Conservative,0.029,96.98,Healthy,,
f8cd8d,Ford Mustang Mach-E,NMC,88,19,21,27.5,0,2.1,Conservative,0.025,97.91,Healthy,,
ca6a67,,NMC,75,17,251,17.7,0.95,2.1,Moderate,0.004,96.46,Healthy,,
181978a8,Ford Mustang Mach-E,NMC,88,80,798,8.1,0.99,1.2,Aggressive,0.0546,88.8,Healthy,,
e8ec19f1,Wuling Air EV,LFP,26,91,672,8.2,0.2,1.17,Moderate,0.001,94.52,Healthy,,
fc627e4,Ford Mustang Mach-E,,88,66,649,21.7,0.2,0.96,Conservative,0.07,94.6,Healthy,,
1d0fcd9,Ford Mustang Mach-E,,88,1,190,1.7,0.1,0.64,Moderate,0.0259,98.6,Healthy,,
c9867f8,,LFP,26,22,29,,0,0.75,Moderate,0.0245,98.41,Healthy,,
a44ac4c,Tesla Model ,NMC,75,28,418,2.4,0.65,2.5,Aggressive,0.079,94.07,Healthy,,
d4a298,,NMC,75,86,1172,28.8,0.4,,Aggressive,0.0625,86.5,Healthy,,
c5b499,Wuling Air EV,LFP,26,9,449,9.7,0.89,,Aggressive,0.0277,96.56,Healthy,,
cf21727,Wuling Air EV,LFP,26,0,1,24.7,0.11,2.16,Conservative,0.026,98.25,Healthy,,
756ebff,Hyundai Ioniq 5,NMC,72.6,78,114,,0.06,1.25,Moderate,0.048,90.85,Healthy,,
725f4fe9,,,26,49,599,22,0.1,1.11,Conservative,0.026,96.68,Healthy,,
188cefb2,Tesla Model ,NMC,75,24,269,15,0.1,,Moderate,0.0269,98.18,Healthy,,
c5d75bb,Ford Mustang Mach-E,NMC,88,85,962,27,0.76,,Conservative,0.0489,90.24,Healthy,,
a2150eeb,Hyundai Ioniq 5,NMC,72.6,0,221,16.1,0.2,1.7,Moderate,0.0245,98.42,Healthy,,
77df2acc,Tesla Model ,,75,67,814,21.5,0.1,0.6,Moderate,0.0411,92.86,Healthy,,
bdd4daf,,NMC,75,56,789,0.6,0.29,2.42,Aggressive,0.062,86.7,Healthy,,
686fb220,,LFP,60,41,55,17.6,0.8,1.95,Moderate,0.0295,95.94,Healthy,,
5eab0cb9,Wuling Air EV,,26,29,79,,0.61,1.6,Moderate,0.0275,96.57,Healthy,,
124f410,Hyundai Ioniq 5,NMC,72.6,2,221,29,0.84,2.28,Conservative,0.0257,98.5,Healthy,,
798c9ac,Tesla Model ,NMC,75,72,520,25.7,0.18,1.77,Conservative,0.01,96.78,Healthy,,
820f7257,Tesla Model ,NMC,75,88,909,0.9,0.86,2.1,Conservative,0.0544,88.7,Healthy,,
618776,Ford Mustang Mach-E,NMC,88,1,10,0.2,0.5,1.22,Conservative,0.0196,,Healthy,,
7c9821,Ford Mustang Mach-E,,88,72,77,5.2,1,0.74,Moderate,0.0566,87.98,Healthy,,
61862,BYD Atto ,LFP,60,22,170,11.6,0.78,,Aggressive,0.0206,98.75,Healthy,,
4cd7b5a1,BYD Atto ,LFP,60,55,59,6.1,0.61,,Moderate,0.0254,96.8,Healthy,,
420ba6fc,Tesla Model ,NMC,75,48,,0.1,0.9,1.72,Aggressive,0.0526,89.28,Healthy,,
4f6eb64,Tesla Model ,,75,79,56,28.4,0.58,1.4,Conservative,,94.77,Healthy,,
611b5f,BYD Atto ,LFP,60,24,214,29.2,0.18,,Moderate,0.024,98.14,Healthy,,
9fc167a7,BYD Atto ,LFP,60,12,91,8.6,0.01,,Moderate,0.0198,99.97,Healthy,,
db1affe5,Tesla Model ,,75,5,57,27.6,0.47,0.7,Conservative,0.0211,,Healthy,,
cdbd7a58,BYD Atto ,LFP,60,27,152,20,0.45,0.7,Conservative,0.021,99.24,Healthy,,
d222d81b,Wuling Air EV,LFP,26,82,1185,2.5,0.79,2.2,Moderate,0.07,91,Healthy,,
2ed67908,Tesla Model ,NMC,75,90,1041,21,0.7,1.45,Conservative,0.0511,89.66,Healthy,,
4452b652,Tesla Model ,NMC,75,55,802,18.4,0.8,2,Moderate,0.0455,91.67,Healthy,,
fd02cb22,,,26,6,51,,0.75,,Conservative,0.0209,,Healthy,,
270514,Tesla Model ,,75,48,219,2.9,0.61,1.51,Aggressive,0.0275,97.7,Healthy,,
798180,,LFP,26,65,496,,0.9,1.48,Moderate,0.0264,96.27,Healthy,,
a4e4245,,NMC,88,74,0,7.5,0.11,1,Moderate,0.04,96.2,Healthy,,
ae254bda,BYD Atto ,LFP,60,17,244,25.7,0.4,1.86,Moderate,0.025,97.78,Healthy,,
7e9906,,LFP,26,87,679,4,0.78,1.94,Moderate,0.0294,94.15,Healthy,,
2ebf64,BYD Atto ,LFP,60,1,104,42,0.1,,Conservative,0.021,98.76,Healthy,,
00fdf4e0,Wuling Air EV,LFP,26,7,50,20.8,0.2,1.44,Moderate,,96.94,Healthy,,
01f5895,Hyundai Ioniq 5,,72.6,41,7,28.1,0.5,2.01,Conservative,0.046,95.9,Healthy,,
be00b74,Hyundai Ioniq 5,NMC,72.6,,24,22.6,0.47,2.15,Moderate,0.027,98.2,Healthy,,
956a0,Wuling Air EV,LFP,26,56,751,27,0.7,1.56,Conservative,0.0254,96.94,Healthy,,
d411059,Tesla Model ,NMC,75,57,809,0.2,0.7,,Moderate,0.0507,90.27,Healthy,,
6fe89c4,Tesla Model ,NMC,75,55,290,,0.65,1.21,Moderate,0.029,97.04,Healthy,,
51bd77ee,,,60,8,9,21.6,0.1,0.52,Moderate,,99.6,Healthy,,
810a94d,Wuling Air EV,LFP,26,91,44,,0.65,1.1,Moderate,0.0287,96.9,Healthy,,
7ea92bda,Hyundai Ioniq 5,NMC,72.6,92,795,29.2,0.65,,Moderate,0.0427,92.8,Healthy,,
898f08,Ford Mustang Mach-E,NMC,88,85,68,,0.65,1.82,Moderate,0.08,9.42,Healthy,,
f5597967,,LFP,60,81,1194,22,0.49,,Aggressive,0.078,90.98,Healthy,,
bcb9075b,,,88,77,546,8.7,0.9,1.58,,0.02,95.78,Healthy,,
218ab82,,NMC,88,52,46,.,0.79,,Moderate,0.08,94.29,Healthy,,
fb2ca82a,Hyundai Ioniq 5,,72.6,64,77,4.4,0,1.9,Moderate,0.06,95.1,Healthy,,
74441fbb,Wuling Air EV,LFP,26,77,1146,24.7,1,,Moderate,0.07,91.6,Healthy,,
db1c4b97,Hyundai Ioniq 5,NMC,72.6,91,1226,22.5,0.11,,Moderate,0.0485,90.59,Healthy,,
9c812a,Tesla Model ,,75,50,441,19.1,0.91,0.76,Aggressive,0.074,94,Healthy,,
e46cf0b6,,NMC,72.6,66,8,24.2,0.51,1.76,Conservative,0.044,91.76,Healthy,,
1c867b7f,Wuling Air EV,,26,66,962,17,0.1,2.49,Moderate,0.021,94.01,Healthy,,
e64a50,Wuling Air EV,LFP,26,21,190,25.8,0.9,1.64,Aggressive,0.022,98.1,Healthy,,
9ef4f69,BYD Atto ,,60,62,854,24.1,0.04,1.21,Conservative,0.027,96.19,Healthy,,
f0d25280,Hyundai Ioniq 5,NMC,72.6,,6,21,0.4,,Moderate,0.016,96.75,Healthy,,
1495f0,Ford Mustang Mach-E,NMC,88,67,994,20,0.5,,Moderate,0.051,89.75,Healthy,,
4c99277c,Wuling Air EV,,26,15,17,5.9,0.86,1.86,Moderate,0.02,98.59,Healthy,,
7eb8601,Tesla Model ,NMC,75,94,761,24,0.56,1.6,Moderate,,9.87,Healthy,,
78aef5b,Ford Mustang Mach-E,,88,16,11,27.8,0.82,1.17,Moderate,0.0254,97.67,Healthy,,
09dbba0,,,60,95,1290,25.5,0.48,0.61,Moderate,0.06,92.01,Healthy,,
17e6cfee,Ford Mustang Mach-E,NMC,88,17,149,,0.68,0.85,Aggressive,0.021,98.67,Healthy,,
7af5168,Wuling Air EV,LFP,26,76,825,25.1,0.87,1.49,Moderate,,92.68,Healthy,,
ea78f119,Wuling Air EV,LFP,26,27,6,5.4,0.28,1.46,Conservative,0.0251,97.96,Healthy,,
c04298,,,88,9,55,.,0.84,0.75,Conservative,0.062,94.29,Healthy,,
f8148b4b,BYD Atto ,LFP,60,48,1,26.9,0.82,,Conservative,0.0252,97.68,Healthy,,
621d975,BYD Atto ,LFP,60,49,4,26.5,0.48,1.25,Moderate,0.0257,97.69,Healthy,,
9e68a4bd,Wuling Air EV,LFP,26,19,89,21.5,0.2,1.08,,0.0206,99.81,Healthy,,
8f15d156,Hyundai Ioniq 5,,72.6,8,56,21.6,0.84,1.62,Moderate,0.08,9.08,Healthy,,
caf00de8,Ford Mustang Mach-E,NMC,88,29,247,20,0.9,1.01,Aggressive,0.025,98.25,Healthy,,
d909502,Ford Mustang Mach-E,NMC,88,25,150,17.2,0.9,0.92,Moderate,0.0257,97.8,Healthy,,
c41c2970,Tesla Model ,NMC,75,50,225,,0.8,1.72,Aggressive,0.015,95.56,Healthy,,
afcc074,Ford Mustang Mach-E,NMC,88,,458,26,0.56,,Conservative,0.01,96.08,Healthy,,
484e1d8e,Ford Mustang Mach-E,,88,69,41,26.7,0.09,,Aggressive,0.028,96.7,Healthy,,
5ee01d0,Ford Mustang Mach-E,NMC,88,,4,6,0.62,1.6,Aggressive,0.021,99.56,Healthy,,
17fc8ac4,Ford Mustang Mach-E,NMC,88,4,288,12.6,0.82,2.44,Aggressive,0.026,95.7,Healthy,,
c6dcd9f0,Tesla Model ,,75,88,1169,29,0.4,2.22,Conservative,0.0507,89,Healthy,,
7a160c69,,NMC,72.6,45,218,42.9,0.75,2.29,Moderate,0.09,95.91,Healthy,,
da6e25d2,,,72.6,86,772,28,0.61,1.05,Moderate,0.0445,91.51,Healthy,,
e4aeec6a,,,60,22,24,46,0.66,,Aggressive,0.0269,96,Healthy,,
2cde4d4,,LFP,60,80,1148,4.5,0.59,0.55,Conservative,0.052,92.6,Healthy,,
f7612,Hyundai Ioniq 5,NMC,72.6,2,67,27.8,0.57,,Aggressive,0.05,95.7,Healthy,,
a8cd0a5f,,NMC,75,2,456,2.4,0.88,2.1,Moderate,0.08,95.07,Healthy,,
1519ff5,Wuling Air EV,LFP,26,47,196,6.1,0.57,2.2,Moderate,,98.5,Healthy,,
a2595d0f,,,26,92,851,24.2,0.44,1.49,Moderate,0.0289,95.19,Healthy,,
925b865c,Tesla Model ,,75,5,26,2,0.18,1.42,Moderate,,97.9,Healthy,,
6049416,,,75,21,29,,0.69,0.7,Aggressive,0.024,96.02,Healthy,,
a55f98,BYD Atto ,LFP,60,84,541,21.9,0.04,2.29,Moderate,0.0228,97.96,Healthy,,
ea12998,,NMC,88,68,811,,0.82,1,Conservative,0.0446,91.84,Healthy,,
9f6c8cab,Hyundai Ioniq 5,,72.6,61,900,4.8,0.41,0.77,Moderate,0.0512,89.44,Healthy,,
de7e2a7,Ford Mustang Mach-E,,88,2,10,16.7,0,0.95,Moderate,0.0201,,Healthy,,
280489c2,,LFP,60,21,256,28.4,0.1,,Moderate,0.0204,99.45,Healthy,,
ce0d9795,Hyundai Ioniq 5,,72.6,6,2,,0.6,1.77,Moderate,0.0184,,Healthy,,
762b808d,,,72.6,62,796,21.6,0.24,1.89,,,92.95,Healthy,,
d0601b78,,NMC,75,8,86,28.2,0.4,0.67,Moderate,0.02,95.47,Healthy,,
eb778fcf,Wuling Air EV,,26,91,148,26.5,0.01,1.24,Moderate,0.042,9.5,Healthy,,
8d4cd67,Ford Mustang Mach-E,NMC,88,14,118,,0.44,,Conservative,,99.11,Healthy,,
fce1d509,Wuling Air EV,,26,,48,0.8,0.08,2.06,Moderate,0.0252,97.5,Healthy,,
c4f4eb0e,,LFP,60,69,82,22.9,0.2,,Moderate,,98.1,Healthy,,
b9d2229,BYD Atto ,LFP,60,74,711,19.7,0.7,,Aggressive,0.0286,95.5,Healthy,,
c7442f47,Wuling Air EV,LFP,26,79,565,25.5,0.1,1.6,Aggressive,0.0257,96.75,Healthy,,
a1f25172,BYD Atto ,LFP,60,92,844,19.8,0.44,2.27,Moderate,0.009,94.76,Healthy,,
c82feeec,BYD Atto ,LFP,60,5,44,18,0.1,,Conservative,0.0246,97.67,Healthy,,
be820d76,,LFP,26,14,108,25.9,0.99,1.24,,0.0222,99.26,Healthy,,
f428d4c,,NMC,88,86,951,5,0.4,1.5,Moderate,0.051,88.82,Healthy,,
754cc82d,,NMC,72.6,68,546,22,0.27,,Conservative,0.014,96.22,Healthy,,
976eecfe,Ford Mustang Mach-E,,88,82,788,5.1,0.11,,Moderate,,91.81,Healthy,,
d29e2996,Tesla Model ,,75,8,87,20,0.65,1.41,Moderate,0.022,99.2,Healthy,,
14ee021b,Ford Mustang Mach-E,NMC,88,96,1428,2.4,0.2,1.05,Moderate,,88.26,Healthy,,
c847f5a9,Ford Mustang Mach-E,NMC,88,8,81,,0.4,2.05,Conservative,0.041,91.67,Healthy,,
222698,Wuling Air EV,LFP,26,25,116,21.6,0.94,1.44,Moderate,0.0208,99.25,Healthy,,
820a904,,LFP,26,0,80,25.4,0.2,1.48,Conservative,0.024,98.08,Healthy,,
7ba908b,Wuling Air EV,,26,14,124,14.6,0.8,0.9,Conservative,0.019,99.47,Healthy,,
9dd6d6b9,Hyundai Ioniq 5,,72.6,64,752,19.5,0.07,,Aggressive,0.09,9.17,Healthy,,
d1ae9,,NMC,72.6,47,474,24.9,0.8,2.2,Aggressive,0.097,9.6,Healthy,,
caa15bc,Ford Mustang Mach-E,NMC,88,22,181,,0.7,,Moderate,0.0264,97.45,Healthy,,
e2be6c8,Hyundai Ioniq 5,,72.6,95,917,27.8,0.74,1.64,Moderate,0.0509,90.11,Healthy,,
99dcc505,,NMC,72.6,6,66,0.5,0.12,2,Conservative,0.0288,97.08,Healthy,,
eceb2411,BYD Atto ,LFP,60,1,1,17.8,0.85,0.98,Aggressive,0.0199,99.82,Healthy,,
e6295fab,Ford Mustang Mach-E,,88,61,66,5.9,0.79,0.59,Moderate,,95.21,Healthy,,
beed1,Ford Mustang Mach-E,NMC,88,14,201,24.7,0.46,,,0.0241,98.5,Healthy,,
56aada10,BYD Atto ,LFP,60,92,979,16.9,0.26,0.6,Moderate,0.004,94.7,Healthy,,
a427b625,BYD Atto ,LFP,60,79,41,25.9,0.96,0.7,Moderate,0.0245,97.88,Healthy,,
6ff89,,NMC,75,,50,24.9,0.96,,Aggressive,0.042,94.92,Healthy,,
ff08abc,Wuling Air EV,LFP,26,1,1,,0.6,1.1,Moderate,0.022,,Healthy,,
a2d5ecb9,Hyundai Ioniq 5,NMC,72.6,2,250,22.4,0.77,,Moderate,0.016,96.4,Healthy,,
e6fd0ba,Ford Mustang Mach-E,NMC,88,65,900,2,0.2,1,Conservative,0.0415,92.7,Healthy,,
496a9aa2,Wuling Air EV,LFP,26,62,527,2,0.69,2.06,Conservative,,96.06,Healthy,,
8160b5ee,BYD Atto ,LFP,60,92,1279,5.2,0.84,2.44,Conservative,0.04,90.11,Healthy,,
1b85a70f,Wuling Air EV,LFP,26,7,99,15.4,0.91,2.47,Moderate,0.0254,98.5,Healthy,,
78d5e2c2,BYD Atto ,LFP,60,27,1,15.6,0.49,2.14,Moderate,0.027,98.4,Healthy,,
594418,,,60,79,849,1.2,0.99,1.55,Moderate,0.046,9.5,Healthy,,
cbc70972,,LFP,26,6,51,7.1,0.79,1.19,Moderate,0.0222,99.07,Healthy,,
a78eac29,,LFP,26,4,5,,0.44,2.1,Moderate,0.0185,99.7,Healthy,,
4.79E+192,Hyundai Ioniq 5,,72.6,8,51,9.9,0.17,2.18,Moderate,0.0209,99.46,Healthy,,
909e25fd,BYD Atto ,LFP,60,8,120,5.1,0.52,2.47,Conservative,0.08,92,Healthy,,
4efe00a5,Wuling Air EV,LFP,26,52,526,26.7,0.62,0.58,Conservative,0.0261,96.65,Healthy,,
28689d,BYD Atto ,LFP,60,84,770,4.4,0.59,,Conservative,0.0284,95.08,Healthy,,
a5cbf85,Hyundai Ioniq 5,,72.6,87,65,28.7,0.1,,Conservative,0.0275,96.99,Healthy,,
c24b7424,Hyundai Ioniq 5,,72.6,0,150,,0.64,,Conservative,0.0209,99.24,Healthy,,
8276b29,,NMC,88,7,814,24.8,0.87,2.19,Conservative,,92.01,Healthy,,
8d4fc6b,BYD Atto ,LFP,60,46,466,21.7,0.06,,Moderate,0.0247,98.45,Healthy,,
7a5a645,,LFP,60,8,7,1.6,0.64,2.2,Aggressive,0.0246,97.26,Healthy,,
fb22d6cd,,NMC,88,,169,2.4,0.78,2.4,Moderate,0.0271,97.57,Healthy,,
050fd46,Wuling Air EV,LFP,26,87,127,28.1,0.68,0.62,Moderate,0.077,91.19,Healthy,,
109bdafc,,LFP,60,61,84,,0.65,0.66,Conservative,0.0247,97.85,Healthy,,
95b95eca,BYD Atto ,LFP,60,20,99,,0.78,1.06,Moderate,0.021,99.79,Healthy,,
5e0d4dfd,,NMC,72.6,18,180,24.2,0.07,1.5,Moderate,0.024,98.59,Healthy,,
b55df146,,LFP,60,71,696,24,0.64,,Moderate,0.0274,96.16,Healthy,,
bcb692a1,,NMC,72.6,25,148,,0.95,0.57,Moderate,,98.17,Healthy,,
2515c5,BYD Atto ,LFP,60,41,165,,0.08,0.59,Moderate,0.0227,98.76,Healthy,,
9fe788c4,Ford Mustang Mach-E,,88,6,24,2,0.65,1.5,Conservative,0.0215,99.8,Healthy,,
627bdbb9,Hyundai Ioniq 5,NMC,72.6,8,460,24.1,0.7,0.76,Aggressive,0.069,95.22,Healthy,,
